
#######################################################
  RUN 1/5  |  seed=42
#######################################################

=======================================================
 Method: FEDAVG  |  Dataset: CICMALDROID
 Tasks: 5  |  Rounds/task: 25  |  Clients: 10
 DP: OFF
=======================================================
 Device: cpu
[CICMalDroid] 5385 samples, 200 features
[CICMalDroid] Benign=1795, Malware=3590
[CICMalDroid] Class dist: {1: 479, 2: 781, 3: 1405, 4: 925, 5: 1795}  (1=Adware 2=Banking 3=SMS 4=Riskware 5=Benign)
[Data] Strategy: category-aware temporal split + client specialization
  Task 0 (dom=Adware): 870 samples | Mal=511 Ben=359
  Task 1 (dom=Banking): 1131 samples | Mal=772 Ben=359
  Task 2 (dom=SMS): 1678 samples | Mal=1319 Ben=359
  Task 3 (dom=Riskware): 1258 samples | Mal=899 Ben=359
  Task 4 (dom=Adware): 448 samples | Mal=89 Ben=359
[Data] 5 tasks x 10 clients ready.

───────────────────────────────────────────────────────
 TASK 0  (25 rounds)
───────────────────────────────────────────────────────
  Client 00 | round=  1 | stage=STABLE     | score=0.000 | loss=0.7337 | acc=0.594 ✓
  Client 09 | round= 25 | stage=STABLE     | score=0.000 | loss=0.5250 | acc=0.734 ✓
[Server] Round 25: active=10/10 | τ=0.500 | avg_score=0.133 | avg_acc=0.733
 Task 0 | Acc=0.7207  Precision=0.6808  F1=0.8062  Recall=0.9892
  [DRC] Client 00 consolidating EWC anchor (task done) ...
  [DRC] Client 01 consolidating EWC anchor (task done) ...
  [DRC] Client 02 consolidating EWC anchor (task done) ...
  [DRC] Client 03 consolidating EWC anchor (task done) ...
  [DRC] Client 04 consolidating EWC anchor (task done) ...
  [DRC] Client 05 consolidating EWC anchor (task done) ...
  [DRC] Client 06 consolidating EWC anchor (task done) ...
  [DRC] Client 07 consolidating EWC anchor (task done) ...
  [DRC] Client 08 consolidating EWC anchor (task done) ...
  [DRC] Client 09 consolidating EWC anchor (task done) ...

───────────────────────────────────────────────────────
 TASK 1  (25 rounds)
───────────────────────────────────────────────────────
  Client 00 | round=  1 | stage=STABLE     | score=0.000 | loss=0.5883 | acc=0.729 ✓
  Client 01 | round=  1 | stage=REPLAY     | score=0.320 | loss=0.5692 | acc=0.646 ✓
  Client 02 | round=  1 | stage=STABLE     | score=0.000 | loss=0.5011 | acc=0.852 ✓
  Client 03 | round=  1 | stage=STABLE     | score=0.220 | loss=0.5051 | acc=0.812 ✓
  Client 04 | round=  1 | stage=STABLE     | score=0.000 | loss=0.5869 | acc=0.712 ✓
  Client 05 | round=  1 | stage=STABLE     | score=0.000 | loss=0.4340 | acc=0.808 ✓
  Client 06 | round=  1 | stage=STABLE     | score=0.203 | loss=0.5653 | acc=0.700 ✓
  Client 07 | round=  1 | stage=STABLE     | score=0.000 | loss=0.5788 | acc=0.700 ✓
  Client 08 | round=  1 | stage=STABLE     | score=0.000 | loss=0.5474 | acc=0.766 ✓
  Client 09 | round=  1 | stage=STABLE     | score=0.000 | loss=0.4637 | acc=0.844 ✓
[Server] Round 26: active=10/10 | τ=0.500 | avg_score=0.074 | avg_acc=0.757
  Client 00 | round=  2 | stage=STABLE     | score=0.000 | loss=0.6026 | acc=0.708 ✓
  Client 01 | round=  2 | stage=REPLAY     | score=0.517 | loss=0.6247 | acc=0.688 ✓
  Client 02 | round=  2 | stage=STABLE     | score=0.000 | loss=0.4780 | acc=0.820 ✓
  Client 03 | round=  2 | stage=STABLE     | score=0.000 | loss=0.4827 | acc=0.820 ✓
  Client 04 | round=  2 | stage=STABLE     | score=0.115 | loss=0.5216 | acc=0.750 ✓
  Client 05 | round=  2 | stage=REPLAY     | score=0.500 | loss=0.4689 | acc=0.865 ✓
  Client 06 | round=  2 | stage=REPLAY     | score=0.460 | loss=0.5251 | acc=0.700 ✓
  Client 07 | round=  2 | stage=STABLE     | score=0.000 | loss=0.5220 | acc=0.740 ✓
  Client 08 | round=  2 | stage=STABLE     | score=0.272 | loss=0.5669 | acc=0.672 ✓
  Client 09 | round=  2 | stage=STABLE     | score=0.252 | loss=0.5179 | acc=0.781 ✓
[Server] Round 27: active=10/10 | τ=0.500 | avg_score=0.212 | avg_acc=0.754
  Client 00 | round=  3 | stage=REPLAY     | score=1.000 | loss=0.5593 | acc=0.688 ✓
  Client 01 | round=  3 | stage=REPLAY     | score=0.870 | loss=0.5538 | acc=0.708 ✓
  Client 02 | round=  3 | stage=STABLE     | score=0.065 | loss=0.4539 | acc=0.852 ✓
  Client 03 | round=  3 | stage=STABLE     | score=0.000 | loss=0.4733 | acc=0.844 ✓
  Client 04 | round=  3 | stage=STABLE     | score=0.000 | loss=0.5308 | acc=0.750 ✓
  Client 05 | round=  3 | stage=STABLE     | score=0.000 | loss=0.4630 | acc=0.827 ✓
  Client 06 | round=  3 | stage=REPLAY     | score=0.475 | loss=0.4997 | acc=0.740 ✓
  Client 07 | round=  3 | stage=STABLE     | score=0.000 | loss=0.5912 | acc=0.680 ✓
  Client 08 | round=  3 | stage=STABLE     | score=0.000 | loss=0.5383 | acc=0.766 ✓
  Client 09 | round=  3 | stage=STABLE     | score=0.000 | loss=0.5388 | acc=0.750 ✓
[Server] Round 28: active=8/10 | τ=0.556 | avg_score=0.241 | avg_acc=0.776
  Client 00 | round=  4 | stage=STABLE     | score=0.113 | loss=0.5585 | acc=0.708 ✓
  Client 01 | round=  4 | stage=STABLE     | score=0.000 | loss=0.6319 | acc=0.688 ✓
  Client 02 | round=  4 | stage=REPLAY     | score=0.513 | loss=0.4148 | acc=0.859 ✓
  Client 03 | round=  4 | stage=REPLAY     | score=0.565 | loss=0.4537 | acc=0.859 ✓
  Client 04 | round=  4 | stage=STABLE     | score=0.000 | loss=0.5104 | acc=0.769 ✓
  Client 05 | round=  4 | stage=STABLE     | score=0.000 | loss=0.4507 | acc=0.846 ✓
  Client 06 | round=  4 | stage=STABLE     | score=0.236 | loss=0.5902 | acc=0.700 ✓
  Client 07 | round=  4 | stage=STABLE     | score=0.159 | loss=0.5595 | acc=0.720 ✓
  Client 08 | round=  4 | stage=STABLE     | score=0.023 | loss=0.5348 | acc=0.750 ✓
  Client 09 | round=  4 | stage=STABLE     | score=0.000 | loss=0.4998 | acc=0.750 ✓
[Server] Round 29: active=10/10 | τ=0.523 | avg_score=0.161 | avg_acc=0.765
  Client 00 | round=  5 | stage=STABLE     | score=0.000 | loss=0.5150 | acc=0.688 ✓
  Client 01 | round=  5 | stage=STABLE     | score=0.164 | loss=0.6418 | acc=0.625 ✓
  Client 02 | round=  5 | stage=STABLE     | score=0.219 | loss=0.4237 | acc=0.883 ✓
  Client 03 | round=  5 | stage=STABLE     | score=0.143 | loss=0.4152 | acc=0.883 ✓
  Client 04 | round=  5 | stage=REPLAY     | score=0.328 | loss=0.5442 | acc=0.692 ✓
  Client 05 | round=  5 | stage=STABLE     | score=0.000 | loss=0.5041 | acc=0.750 ✓
  Client 06 | round=  5 | stage=STABLE     | score=0.000 | loss=0.4996 | acc=0.720 ✓
  Client 07 | round=  5 | stage=STABLE     | score=0.071 | loss=0.5467 | acc=0.720 ✓
  Client 08 | round=  5 | stage=STABLE     | score=0.000 | loss=0.5094 | acc=0.766 ✓
  Client 09 | round=  5 | stage=REPLAY     | score=0.325 | loss=0.4296 | acc=0.828 ✓
[Server] Round 30: active=10/10 | τ=0.500 | avg_score=0.125 | avg_acc=0.755
  Client 00 | round=  6 | stage=STABLE     | score=0.000 | loss=0.5991 | acc=0.708 ✓
  Client 01 | round=  6 | stage=STABLE     | score=0.000 | loss=0.6288 | acc=0.688 ✓
  Client 02 | round=  6 | stage=STABLE     | score=0.000 | loss=0.4145 | acc=0.883 ✓
  Client 03 | round=  6 | stage=STABLE     | score=0.128 | loss=0.4139 | acc=0.859 ✓
  Client 04 | round=  6 | stage=STABLE     | score=0.000 | loss=0.5517 | acc=0.712 ✓
  Client 05 | round=  6 | stage=STABLE     | score=0.157 | loss=0.5009 | acc=0.769 ✓
  Client 06 | round=  6 | stage=REPLAY     | score=0.399 | loss=0.5608 | acc=0.660 ✓
  Client 07 | round=  6 | stage=REPLAY     | score=0.519 | loss=0.5865 | acc=0.680 ✓
  Client 08 | round=  6 | stage=STABLE     | score=0.079 | loss=0.5092 | acc=0.766 ✓
  Client 09 | round=  6 | stage=STABLE     | score=0.239 | loss=0.4313 | acc=0.844 ✓
[Server] Round 31: active=10/10 | τ=0.500 | avg_score=0.152 | avg_acc=0.757
  Client 00 | round=  7 | stage=REPLAY     | score=0.435 | loss=0.6157 | acc=0.646 ✓
  Client 01 | round=  7 | stage=STABLE     | score=0.000 | loss=0.6109 | acc=0.667 ✓
  Client 02 | round=  7 | stage=STABLE     | score=0.000 | loss=0.3722 | acc=0.867 ✓
  Client 03 | round=  7 | stage=STABLE     | score=0.000 | loss=0.3589 | acc=0.914 ✓
  Client 04 | round=  7 | stage=REPLAY     | score=0.302 | loss=0.5762 | acc=0.673 ✓
  Client 05 | round=  7 | stage=STABLE     | score=0.000 | loss=0.4793 | acc=0.731 ✓
  Client 06 | round=  7 | stage=STABLE     | score=0.199 | loss=0.5555 | acc=0.660 ✓
  Client 07 | round=  7 | stage=STABLE     | score=0.000 | loss=0.7024 | acc=0.660 ✓
  Client 08 | round=  7 | stage=STABLE     | score=0.000 | loss=0.5241 | acc=0.719 ✓
  Client 09 | round=  7 | stage=STABLE     | score=0.000 | loss=0.4580 | acc=0.828 ✓
[Server] Round 32: active=10/10 | τ=0.500 | avg_score=0.093 | avg_acc=0.737
  Client 00 | round=  8 | stage=STABLE     | score=0.000 | loss=0.5362 | acc=0.688 ✓
  Client 01 | round=  8 | stage=STABLE     | score=0.000 | loss=0.6381 | acc=0.667 ✓
  Client 02 | round=  8 | stage=STABLE     | score=0.000 | loss=0.3293 | acc=0.914 ✓
  Client 03 | round=  8 | stage=STABLE     | score=0.036 | loss=0.3554 | acc=0.859 ✓
  Client 04 | round=  8 | stage=REPLAY     | score=0.909 | loss=0.5846 | acc=0.731 ✓
  Client 05 | round=  8 | stage=STABLE     | score=0.000 | loss=0.4687 | acc=0.788 ✓
  Client 06 | round=  8 | stage=STABLE     | score=0.140 | loss=0.5184 | acc=0.700 ✓
  Client 07 | round=  8 | stage=STABLE     | score=0.195 | loss=0.5762 | acc=0.680 ✓
  Client 08 | round=  8 | stage=STABLE     | score=0.000 | loss=0.5623 | acc=0.688 ✓
  Client 09 | round=  8 | stage=REPLAY     | score=0.495 | loss=0.4392 | acc=0.812 ✓
[Server] Round 33: active=9/10 | τ=0.511 | avg_score=0.177 | avg_acc=0.755
  Client 00 | round=  9 | stage=STABLE     | score=0.082 | loss=0.5754 | acc=0.688 ✓
  Client 01 | round=  9 | stage=REPLAY     | score=0.316 | loss=0.6246 | acc=0.667 ✓
  Client 02 | round=  9 | stage=STABLE     | score=0.000 | loss=0.3140 | acc=0.914 ✓
  Client 03 | round=  9 | stage=STABLE     | score=0.251 | loss=0.3783 | acc=0.875 ✓
  Client 04 | round=  9 | stage=STABLE     | score=0.000 | loss=0.5718 | acc=0.692 ✓
  Client 05 | round=  9 | stage=STABLE     | score=0.192 | loss=0.4975 | acc=0.731 ✓
  Client 06 | round=  9 | stage=STABLE     | score=0.001 | loss=0.5415 | acc=0.700 ✓
  Client 07 | round=  9 | stage=STABLE     | score=0.290 | loss=0.7134 | acc=0.680 ✓
  Client 08 | round=  9 | stage=STABLE     | score=0.281 | loss=0.5678 | acc=0.719 ✓
  Client 09 | round=  9 | stage=REPLAY     | score=0.405 | loss=0.3992 | acc=0.828 ✓
[Server] Round 34: active=10/10 | τ=0.500 | avg_score=0.182 | avg_acc=0.749
  Client 00 | round= 10 | stage=STABLE     | score=0.000 | loss=0.5594 | acc=0.688 ✓
  Client 01 | round= 10 | stage=STABLE     | score=0.112 | loss=0.6445 | acc=0.667 ✓
  Client 02 | round= 10 | stage=STABLE     | score=0.299 | loss=0.3698 | acc=0.891 ✓
  Client 03 | round= 10 | stage=STABLE     | score=0.083 | loss=0.3174 | acc=0.867 ✓
  Client 04 | round= 10 | stage=STABLE     | score=0.239 | loss=0.5159 | acc=0.731 ✓
  Client 05 | round= 10 | stage=STABLE     | score=0.000 | loss=0.5228 | acc=0.750 ✓
  Client 06 | round= 10 | stage=STABLE     | score=0.211 | loss=0.5448 | acc=0.640 ✓
  Client 07 | round= 10 | stage=REPLAY     | score=0.321 | loss=0.6075 | acc=0.640 ✓
  Client 08 | round= 10 | stage=STABLE     | score=0.000 | loss=0.5265 | acc=0.719 ✓
  Client 09 | round= 10 | stage=STABLE     | score=0.000 | loss=0.4902 | acc=0.750 ✓
[Server] Round 35: active=10/10 | τ=0.500 | avg_score=0.127 | avg_acc=0.734
  Client 00 | round= 11 | stage=REPLAY     | score=0.353 | loss=0.5532 | acc=0.688 ✓
  Client 01 | round= 11 | stage=STABLE     | score=0.152 | loss=0.6774 | acc=0.667 ✓
  Client 02 | round= 11 | stage=STABLE     | score=0.000 | loss=0.3309 | acc=0.922 ✓
  Client 03 | round= 11 | stage=STABLE     | score=0.000 | loss=0.2933 | acc=0.930 ✓
  Client 04 | round= 11 | stage=STABLE     | score=0.000 | loss=0.4998 | acc=0.731 ✓
  Client 05 | round= 11 | stage=STABLE     | score=0.000 | loss=0.4361 | acc=0.769 ✓
  Client 06 | round= 11 | stage=STABLE     | score=0.000 | loss=0.5157 | acc=0.680 ✓
  Client 07 | round= 11 | stage=STABLE     | score=0.000 | loss=0.6234 | acc=0.700 ✓
  Client 08 | round= 11 | stage=STABLE     | score=0.000 | loss=0.5228 | acc=0.719 ✓
  Client 09 | round= 11 | stage=STABLE     | score=0.026 | loss=0.4465 | acc=0.797 ✓
[Server] Round 36: active=10/10 | τ=0.500 | avg_score=0.053 | avg_acc=0.760
  Client 00 | round= 12 | stage=REPLAY     | score=0.500 | loss=0.5801 | acc=0.708 ✓
  Client 01 | round= 12 | stage=STABLE     | score=0.013 | loss=0.6257 | acc=0.646 ✓
  Client 02 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3048 | acc=0.922 ✓
  Client 03 | round= 12 | stage=STABLE     | score=0.113 | loss=0.2920 | acc=0.930 ✓
  Client 04 | round= 12 | stage=REPLAY     | score=0.312 | loss=0.5680 | acc=0.712 ✓
  Client 05 | round= 12 | stage=STABLE     | score=0.000 | loss=0.4868 | acc=0.731 ✓
  Client 06 | round= 12 | stage=STABLE     | score=0.000 | loss=0.5866 | acc=0.640 ✓
  Client 07 | round= 12 | stage=STABLE     | score=0.000 | loss=0.6220 | acc=0.660 ✓
  Client 08 | round= 12 | stage=REPLAY     | score=1.000 | loss=0.5016 | acc=0.750 ✓
  Client 09 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3937 | acc=0.781 ✓
[Server] Round 37: active=9/10 | τ=0.523 | avg_score=0.194 | avg_acc=0.748
  Client 00 | round= 13 | stage=STABLE     | score=0.100 | loss=0.5856 | acc=0.688 ✓
  Client 01 | round= 13 | stage=STABLE     | score=0.278 | loss=0.6957 | acc=0.667 ✓
  Client 02 | round= 13 | stage=REPLAY     | score=0.426 | loss=0.3147 | acc=0.883 ✓
  Client 03 | round= 13 | stage=STABLE     | score=0.000 | loss=0.3203 | acc=0.883 ✓
  Client 04 | round= 13 | stage=STABLE     | score=0.027 | loss=0.5238 | acc=0.692 ✓
  Client 05 | round= 13 | stage=STABLE     | score=0.000 | loss=0.4440 | acc=0.788 ✓
  Client 06 | round= 13 | stage=STABLE     | score=0.285 | loss=0.5566 | acc=0.680 ✓
  Client 07 | round= 13 | stage=STABLE     | score=0.294 | loss=0.5912 | acc=0.700 ✓
  Client 08 | round= 13 | stage=STABLE     | score=0.000 | loss=0.4632 | acc=0.797 ✓
  Client 09 | round= 13 | stage=STABLE     | score=0.258 | loss=0.4494 | acc=0.781 ✓
[Server] Round 38: active=10/10 | τ=0.500 | avg_score=0.167 | avg_acc=0.756
  Client 00 | round= 14 | stage=STABLE     | score=0.000 | loss=0.5905 | acc=0.729 ✓
  Client 01 | round= 14 | stage=STABLE     | score=0.000 | loss=0.6863 | acc=0.708 ✓
  Client 02 | round= 14 | stage=STABLE     | score=0.000 | loss=0.2727 | acc=0.922 ✓
  Client 03 | round= 14 | stage=STABLE     | score=0.092 | loss=0.3328 | acc=0.883 ✓
  Client 04 | round= 14 | stage=STABLE     | score=0.054 | loss=0.4847 | acc=0.750 ✓
  Client 05 | round= 14 | stage=STABLE     | score=0.000 | loss=0.4737 | acc=0.750 ✓
  Client 06 | round= 14 | stage=STABLE     | score=0.066 | loss=0.4968 | acc=0.720 ✓
  Client 07 | round= 14 | stage=STABLE     | score=0.000 | loss=0.5344 | acc=0.760 ✓
  Client 08 | round= 14 | stage=STABLE     | score=0.000 | loss=0.4737 | acc=0.812 ✓
  Client 09 | round= 14 | stage=STABLE     | score=0.000 | loss=0.3217 | acc=0.906 ✓
[Server] Round 39: active=10/10 | τ=0.500 | avg_score=0.021 | avg_acc=0.794
  Client 00 | round= 15 | stage=STABLE     | score=0.000 | loss=0.5919 | acc=0.729 ✓
  Client 01 | round= 15 | stage=STABLE     | score=0.000 | loss=0.7392 | acc=0.667 ✓
  Client 02 | round= 15 | stage=STABLE     | score=0.000 | loss=0.2865 | acc=0.938 ✓
  Client 03 | round= 15 | stage=REPLAY     | score=0.416 | loss=0.3080 | acc=0.867 ✓
  Client 04 | round= 15 | stage=REPLAY     | score=0.338 | loss=0.5029 | acc=0.750 ✓
  Client 05 | round= 15 | stage=STABLE     | score=0.000 | loss=0.4239 | acc=0.808 ✓
  Client 06 | round= 15 | stage=STABLE     | score=0.000 | loss=0.4825 | acc=0.760 ✓
  Client 07 | round= 15 | stage=STABLE     | score=0.000 | loss=0.5508 | acc=0.720 ✓
  Client 08 | round= 15 | stage=REPLAY     | score=0.626 | loss=0.4424 | acc=0.812 ✓
  Client 09 | round= 15 | stage=STABLE     | score=0.000 | loss=0.4017 | acc=0.844 ✓
[Server] Round 40: active=10/10 | τ=0.500 | avg_score=0.138 | avg_acc=0.789
  Client 00 | round= 16 | stage=REPLAY     | score=1.000 | loss=0.5234 | acc=0.688 ✓
  Client 01 | round= 16 | stage=STABLE     | score=0.000 | loss=0.6585 | acc=0.646 ✓
  Client 02 | round= 16 | stage=STABLE     | score=0.000 | loss=0.2906 | acc=0.914 ✓
  Client 03 | round= 16 | stage=STABLE     | score=0.000 | loss=0.3282 | acc=0.891 ✓
  Client 04 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4530 | acc=0.750 ✓
  Client 05 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4021 | acc=0.827 ✓
  Client 06 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4612 | acc=0.800 ✓
  Client 07 | round= 16 | stage=REPLAY     | score=0.376 | loss=0.5415 | acc=0.720 ✓
  Client 08 | round= 16 | stage=STABLE     | score=0.278 | loss=0.5116 | acc=0.781 ✓
  Client 09 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4484 | acc=0.812 ✓
[Server] Round 41: active=9/10 | τ=0.515 | avg_score=0.165 | avg_acc=0.793
  Client 00 | round= 17 | stage=STABLE     | score=0.000 | loss=0.5482 | acc=0.708 ✓
  Client 01 | round= 17 | stage=STABLE     | score=0.013 | loss=0.6568 | acc=0.625 ✓
  Client 02 | round= 17 | stage=STABLE     | score=0.000 | loss=0.2460 | acc=0.930 ✓
  Client 03 | round= 17 | stage=STABLE     | score=0.117 | loss=0.3415 | acc=0.875 ✓
  Client 04 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4532 | acc=0.769 ✓
  Client 05 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4076 | acc=0.788 ✓
  Client 06 | round= 17 | stage=REPLAY     | score=0.393 | loss=0.5171 | acc=0.720 ✓
  Client 07 | round= 17 | stage=REPLAY     | score=0.699 | loss=0.5501 | acc=0.680 ✓
  Client 08 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4204 | acc=0.828 ✓
  Client 09 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4799 | acc=0.797 ✓
[Server] Round 42: active=10/10 | τ=0.500 | avg_score=0.122 | avg_acc=0.772
  Client 00 | round= 18 | stage=STABLE     | score=0.043 | loss=0.5458 | acc=0.708 ✓
  Client 01 | round= 18 | stage=REPLAY     | score=0.308 | loss=0.6476 | acc=0.667 ✓
  Client 02 | round= 18 | stage=STABLE     | score=0.000 | loss=0.2542 | acc=0.914 ✓
  Client 03 | round= 18 | stage=STABLE     | score=0.024 | loss=0.2726 | acc=0.906 ✓
  Client 04 | round= 18 | stage=STABLE     | score=0.000 | loss=0.5240 | acc=0.731 ✓
  Client 05 | round= 18 | stage=STABLE     | score=0.000 | loss=0.3603 | acc=0.827 ✓
  Client 06 | round= 18 | stage=STABLE     | score=0.219 | loss=0.4976 | acc=0.740 ✓
  Client 07 | round= 18 | stage=STABLE     | score=0.000 | loss=0.5584 | acc=0.680 ✓
  Client 08 | round= 18 | stage=STABLE     | score=0.000 | loss=0.4417 | acc=0.797 ✓
  Client 09 | round= 18 | stage=STABLE     | score=0.000 | loss=0.3454 | acc=0.859 ✓
[Server] Round 43: active=10/10 | τ=0.500 | avg_score=0.059 | avg_acc=0.783
  Client 00 | round= 19 | stage=STABLE     | score=0.197 | loss=0.5203 | acc=0.708 ✓
  Client 01 | round= 19 | stage=REPLAY     | score=0.407 | loss=0.5880 | acc=0.667 ✓
  Client 02 | round= 19 | stage=STABLE     | score=0.020 | loss=0.2541 | acc=0.930 ✓
  Client 03 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3080 | acc=0.914 ✓
  Client 04 | round= 19 | stage=STABLE     | score=0.229 | loss=0.5081 | acc=0.712 ✓
  Client 05 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3842 | acc=0.808 ✓
  Client 06 | round= 19 | stage=STABLE     | score=0.185 | loss=0.5324 | acc=0.780 ✓
  Client 07 | round= 19 | stage=STABLE     | score=0.041 | loss=0.5333 | acc=0.740 ✓
  Client 08 | round= 19 | stage=REPLAY     | score=0.545 | loss=0.4652 | acc=0.812 ✓
  Client 09 | round= 19 | stage=STABLE     | score=0.047 | loss=0.3560 | acc=0.828 ✓
[Server] Round 44: active=10/10 | τ=0.500 | avg_score=0.167 | avg_acc=0.790
  Client 00 | round= 20 | stage=STABLE     | score=0.042 | loss=0.5279 | acc=0.708 ✓
  Client 01 | round= 20 | stage=STABLE     | score=0.048 | loss=0.6298 | acc=0.688 ✓
  Client 02 | round= 20 | stage=REPLAY     | score=0.310 | loss=0.2610 | acc=0.922 ✓
  Client 03 | round= 20 | stage=STABLE     | score=0.000 | loss=0.2879 | acc=0.906 ✓
  Client 04 | round= 20 | stage=STABLE     | score=0.000 | loss=0.4456 | acc=0.788 ✓
  Client 05 | round= 20 | stage=REPLAY     | score=0.533 | loss=0.4250 | acc=0.788 ✓
  Client 06 | round= 20 | stage=STABLE     | score=0.064 | loss=0.4656 | acc=0.760 ✓
  Client 07 | round= 20 | stage=STABLE     | score=0.249 | loss=0.5023 | acc=0.740 ✓
  Client 08 | round= 20 | stage=REPLAY     | score=0.678 | loss=0.4427 | acc=0.797 ✓
  Client 09 | round= 20 | stage=REPLAY     | score=0.366 | loss=0.3007 | acc=0.844 ✓
[Server] Round 45: active=10/10 | τ=0.500 | avg_score=0.229 | avg_acc=0.794
  Client 00 | round= 21 | stage=REPLAY     | score=0.475 | loss=0.4855 | acc=0.750 ✓
  Client 01 | round= 21 | stage=STABLE     | score=0.000 | loss=0.6713 | acc=0.708 ✓
  Client 02 | round= 21 | stage=STABLE     | score=0.000 | loss=0.2626 | acc=0.938 ✓
  Client 03 | round= 21 | stage=STABLE     | score=0.000 | loss=0.3004 | acc=0.883 ✓
  Client 04 | round= 21 | stage=REPLAY     | score=0.426 | loss=0.4372 | acc=0.750 ✓
  Client 05 | round= 21 | stage=REPLAY     | score=0.314 | loss=0.3877 | acc=0.827 ✓
  Client 06 | round= 21 | stage=STABLE     | score=0.145 | loss=0.5072 | acc=0.720 ✓
  Client 07 | round= 21 | stage=STABLE     | score=0.000 | loss=0.4948 | acc=0.720 ✓
  Client 08 | round= 21 | stage=REPLAY     | score=0.351 | loss=0.4102 | acc=0.828 ✓
  Client 09 | round= 21 | stage=STABLE     | score=0.000 | loss=0.2339 | acc=0.906 ✓
[Server] Round 46: active=10/10 | τ=0.500 | avg_score=0.171 | avg_acc=0.803
  Client 00 | round= 22 | stage=STABLE     | score=0.000 | loss=0.5081 | acc=0.771 ✓
  Client 01 | round= 22 | stage=STABLE     | score=0.000 | loss=0.6202 | acc=0.729 ✓
  Client 02 | round= 22 | stage=STABLE     | score=0.000 | loss=0.2327 | acc=0.953 ✓
  Client 03 | round= 22 | stage=STABLE     | score=0.000 | loss=0.2877 | acc=0.875 ✓
  Client 04 | round= 22 | stage=REPLAY     | score=0.383 | loss=0.4299 | acc=0.750 ✓
  Client 05 | round= 22 | stage=REPLAY     | score=0.375 | loss=0.3761 | acc=0.846 ✓
  Client 06 | round= 22 | stage=STABLE     | score=0.000 | loss=0.4290 | acc=0.820 ✓
  Client 07 | round= 22 | stage=STABLE     | score=0.243 | loss=0.5198 | acc=0.720 ✓
  Client 08 | round= 22 | stage=EWC        | score=0.500 | loss=0.4236 | acc=0.781 ✓
  Client 09 | round= 22 | stage=STABLE     | score=0.000 | loss=0.3971 | acc=0.844 ✓
[Server] Round 47: active=10/10 | τ=0.500 | avg_score=0.150 | avg_acc=0.809
  Client 00 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4934 | acc=0.729 ✓
  Client 01 | round= 23 | stage=STABLE     | score=0.000 | loss=0.6947 | acc=0.667 ✓
  Client 02 | round= 23 | stage=STABLE     | score=0.000 | loss=0.2937 | acc=0.930 ✓
  Client 03 | round= 23 | stage=STABLE     | score=0.000 | loss=0.2646 | acc=0.891 ✓
  Client 04 | round= 23 | stage=STABLE     | score=0.117 | loss=0.4511 | acc=0.769 ✓
  Client 05 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3574 | acc=0.865 ✓
  Client 06 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4587 | acc=0.800 ✓
  Client 07 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4945 | acc=0.780 ✓
  Client 08 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3787 | acc=0.859 ✓
  Client 09 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3362 | acc=0.859 ✓
[Server] Round 48: active=10/10 | τ=0.500 | avg_score=0.012 | avg_acc=0.815
  Client 00 | round= 24 | stage=STABLE     | score=0.069 | loss=0.5029 | acc=0.729 ✓
  Client 01 | round= 24 | stage=STABLE     | score=0.189 | loss=0.6141 | acc=0.646 ✓
  Client 02 | round= 24 | stage=STABLE     | score=0.000 | loss=0.2240 | acc=0.961 ✓
  Client 03 | round= 24 | stage=STABLE     | score=0.071 | loss=0.3018 | acc=0.891 ✓
  Client 04 | round= 24 | stage=STABLE     | score=0.031 | loss=0.4789 | acc=0.731 ✓
  Client 05 | round= 24 | stage=STABLE     | score=0.064 | loss=0.4275 | acc=0.808 ✓
  Client 06 | round= 24 | stage=REPLAY     | score=0.515 | loss=0.4426 | acc=0.760 ✓
  Client 07 | round= 24 | stage=STABLE     | score=0.131 | loss=0.4896 | acc=0.720 ✓
  Client 08 | round= 24 | stage=STABLE     | score=0.000 | loss=0.4613 | acc=0.781 ✓
  Client 09 | round= 24 | stage=STABLE     | score=0.000 | loss=0.3374 | acc=0.812 ✓
[Server] Round 49: active=10/10 | τ=0.500 | avg_score=0.107 | avg_acc=0.784
  Client 00 | round= 25 | stage=STABLE     | score=0.000 | loss=0.5182 | acc=0.771 ✓
  Client 01 | round= 25 | stage=STABLE     | score=0.130 | loss=0.6087 | acc=0.667 ✓
